country,year,electricity_and_heat_co2_emissions,electricity_and_heat_co2_emissions_per_capita,energy_co2_emissions,energy_co2_emissions_per_capita,total_co2_emissions_excluding_lucf,total_co2_emissions_excluding_lucf_per_capita
Hungary,2018,16.49,1.6867217,48.32,4.9425344,49.2,5.0325475
Hungary,2019,14.0,1.4326942,46.24,4.731984,47.26,4.836366
Hungary,2020,13.09,1.3424854,43.84,4.496147,44.77,4.591526
Iceland,1990,0.0,0.0,1.9,7.4502206,1.95,7.6462793
Iceland,1991,0.0,0.0,1.87,7.2482023,1.91,7.403244
Iceland,1992,0.0,0.0,1.9,7.2720313,1.94,7.4251266
Iceland,1993,0.01,0.03788711,1.94,7.3500996,1.98,7.501648
Iceland,1994,0.01,0.037561506,2.05,7.700109,2.09,7.8503547
Iceland,1995,0.01,0.037356783,1.96,7.3219295,2.0,7.471357
Iceland,1996,0.01,0.037155382,2.23,8.28565,2.27,8.434272
Iceland,1997,0.01,0.036851007,2.11,7.775563,2.15,7.9229665
Iceland,1998,0.02,0.072914995,2.1,7.6560745,2.15,7.838362
Iceland,1999,0.04,0.14407457,2.05,7.383822,2.12,7.6359525
Iceland,2000,0.01,0.035527892,2.16,7.6740246,2.23,7.92272
Iceland,2001,0.01,0.035057582,2.11,7.39715,2.16,7.572438
Iceland,2002,0.01,0.03474647,2.21,7.6789703,2.24,7.78321
Iceland,2003,0.01,0.03450584,2.19,7.5567794,2.23,7.6948028
Iceland,2004,0.01,0.03420394,2.26,7.7300897,2.31,7.9011097
Iceland,2005,0.01,0.03366584,2.21,7.4401507,2.26,7.60848
Iceland,2006,0.01,0.032885432,2.25,7.3992224,2.31,7.596535
Iceland,2007,0.02,0.06413154,2.32,7.4392595,2.38,7.6316543
Iceland,2008,0.01,0.031474058,2.12,6.6724997,2.18,6.8613443
Iceland,2009,0.01,0.031366743,2.08,6.524282,2.11,6.618383
Iceland,2010,0.0,0.0,1.95,6.1254106,1.96,6.156823
Iceland,2011,0.0,0.0,1.87,5.8564143,1.89,5.9190497
Iceland,2012,0.0,0.0,1.86,5.794609,1.86,5.794609
Iceland,2013,0.01,0.030860769,2.03,6.264736,2.03,6.264736
Iceland,2014,0.01,0.030520372,2.05,6.256676,2.05,6.256676
Iceland,2015,0.01,0.030205276,2.06,6.2222867,2.06,6.2222867
Iceland,2016,0.01,0.029790543,1.63,4.8558583,1.63,4.8558583
Iceland,2017,0.0,0.0,1.67,4.8597226,1.67,4.8597226
Iceland,2018,0.0,0.0,1.7,4.8165326,1.7,4.8165326
Iceland,2019,0.0,0.0,1.64,4.5456185,1.64,4.5456185
Iceland,2020,0.0,0.0,1.45,3.95438,1.45,3.95438
India,1990,231.92,0.26643625,541.23,0.6217802,563.58,0.64745665
India,1991,258.97,0.29132393,582.72,0.65552104,607.22,0.6830818
India,1992,278.57,0.30693915,601.13,0.6623481,626.29,0.6900704
India,1993,306.8,0.33119184,624.75,0.6744202,651.35,0.70313495
India,1994,319.86,0.3383824,657.36,0.6954263,685.9,0.725619
India,1995,364.89,0.37840706,706.76,0.7329413,737.86,0.76519334
India,1996,388.13,0.3947294,739.99,0.7525721,774.07,0.78723156
India,1997,402.1,0.4011632,781.85,0.78002846,819.27,0.8173613
India,1998,418.14,0.40936545,797.24,0.7805101,836.27,0.8187211
India,1999,459.65,0.44175875,856.74,0.82339257,901.33,0.866247
India,2000,491.24,0.46359417,891.9,0.84170604,937.86,0.88507944
India,2001,505.36,0.46837223,906.8,0.84043044,953.54,0.8837495
India,2002,513.58,0.46760803,936.34,0.8525256,985.45,0.89723957
India,2003,536.41,0.48004538,960.89,0.8599221,1011.77,0.9054558
India,2004,584.73,0.51460725,1030.13,0.90659344,1085.67,0.9554729
India,2005,599.57,0.51927066,1076.78,0.9325688,1136.47,0.9842646
India,2006,639.33,0.5453296,1150.3,0.9811718,1215.21,1.036538
India,2007,703.28,0.5911447,1268.41,1.0661669,1336.74,1.1236019
India,2008,721.88,0.5982093,1351.14,1.119666,1424.38,1.1803588
India,2009,789.51,0.6452142,1483.61,1.2124561,1564.88,1.2788727
India,2010,819.68,0.6607053,1573.95,1.2686867,1659.98,1.3380314
India,2011,860.23,0.68401355,1665.43,1.3242699,1756.74,1.3968753
India,2012,989.11,0.7760847,1809.24,1.4195827,1909.44,1.4982026
India,2013,1006.04,0.7791922,1864.63,1.4441823,1972.43,1.5276749
India,2014,1123.43,0.85938656,2031.31,1.5538845,2147.11,1.6424677
India,2015,1103.12,0.8338861,2040.52,1.5424988,2158.02,1.6313211
India,2016,1096.32,0.8189827,2071.95,1.5478065,2195.25,1.6399151
India,2017,1154.9,0.8528309,2187.8,1.6155715,2308.8,1.7049234
India,2018,1255.82,0.91732424,2319.18,1.6940646,2458.18,1.7955983
India,2019,1228.08,0.8879107,2280.25,1.6486373,2423.95,1.7525332
India,2020,1115.35,0.79873985,2077.94,1.4880831,2200.84,1.576096
Indonesia,1990,47.75,0.26213235,140.62,0.7719592,148.34,0.8143395
Indonesia,1991,54.09,0.2918086,153.23,0.82665616,162.31,0.8756416
Indonesia,1992,56.17,0.29789177,161.64,0.857241,171.42,0.90910816
Indonesia,1993,62.7,0.32700995,174.32,0.9091607,185.09,0.9653313
Indonesia,1994,63.9,0.32781243,186.64,0.95747906,199.18,1.0218103
Indonesia,1995,74.27,0.37483567,210.37,1.0617232,223.68,1.1288979
Indonesia,1996,77.52,0.38495576,222.45,1.1046621,236.72,1.1755253
Indonesia,1997,88.77,0.43381158,245.15,1.1980275,261.16,1.276267
Indonesia,1998,98.59,0.47431993,249.63,1.2009786,262.71,1.2639068
Indonesia,1999,95.59,0.4530398,265.4,1.2578384,279.48,1.3245691
Indonesia,2000,89.36,0.41742885,264.19,1.2341151,280.64,1.3109583
Indonesia,2001,100.01,0.4606369,283.6,1.3062357,302.06,1.3912607
Indonesia,2002,109.24,0.49628583,287.49,1.3060894,305.63,1.3885009
Indonesia,2003,121.47,0.54451287,316.07,1.4168452,333.88,1.4966819
Indonesia,2004,119.66,0.52961296,322.19,1.426007,341.24,1.5103219
Indonesia,2005,124.11,0.5424266,323.62,1.4143913,342.15,1.4953771
Indonesia,2006,130.17,0.5615679,345.42,1.4901805,364.47,1.5723644
Indonesia,2007,138.66,0.5903986,360.39,1.5344999,379.96,1.6178267
Indonesia,2008,152.51,0.6409692,355.6,1.4945161,376.14,1.5808417
Indonesia,2009,153.25,0.63594145,371.64,1.5421944,391.08,1.6228645
Indonesia,2010,149.0,0.61061525,396.08,1.6231711,415.54,1.7029198
Indonesia,2011,176.03,0.7123845,454.7,1.840148,475.8,1.9255385
Indonesia,2012,168.79,0.6745591,458.5,1.8323678,481.79,1.925445
Indonesia,2013,168.2,0.66409785,423.62,1.6725633,448.4,1.7704012
Indonesia,2014,193.76,0.7561963,459.11,1.7917902,484.64,1.8914274
Indonesia,2015,195.51,0.7545969,464.49,1.7927611,489.05,1.8875536
Indonesia,2016,206.45,0.78842795,455.27,1.7386659,483.98,1.8483088
Indonesia,2017,217.85,0.8236331,486.43,1.8390628,515.4,1.9485909
Indonesia,2018,239.87,0.89816463,537.18,2.0114064,568.01,2.1268458
Indonesia,2019,246.12,0.912966,575.13,2.1334069,605.29,2.2452834
Indonesia,2020,246.12,0.90532565,536.02,1.9716914,563.2,2.0716698
Iran,1990,41.86,0.7502649,192.34,3.4473472,198.47,3.5572162
Iran,1991,44.9,0.7742595,212.83,3.670059,219.1,3.7781794
Iran,1992,45.88,0.7727546,227.43,3.8305926,233.65,3.9353557
Iran,1993,54.32,0.9090387,230.17,3.8518674,236.73,3.9616482
Iran,1994,57.8,0.96356213,259.92,4.3330293,266.7,4.446056
Iran,1995,61.61,1.0134089,264.53,4.351194,271.52,4.466171
Iran,1996,64.84,1.0526251,272.73,4.4275517,279.81,4.5424895
Iran,1997,68.74,1.1001828,284.83,4.5587,292.4,4.679858
Iran,1998,70.54,1.1115414,283.14,4.461608,291.0,4.585463
Iran,1999,89.41,1.3867445,314.88,4.8837724,323.36,5.015297
Iran,2000,91.06,1.3892877,331.34,5.0552006,340.46,5.194343
Iran,2001,96.95,1.4540714,344.15,5.161616,354.07,5.310398
Iran,2002,102.65,1.5246457,359.43,5.3385615,369.88,5.4937744
Iran,2003,107.33,1.5794344,379.03,5.577686,389.78,5.7358794
Iran,2004,118.72,1.719043,406.34,5.883726,417.66,6.0476375
Iran,2005,130.47,1.859008,439.46,6.261667,450.8,6.4232454
Iran,2006,137.45,1.9284254,471.88,6.620483,484.18,6.793052
Iran,2007,145.08,2.0061,499.95,6.9130807,514.14,7.1092935
Iran,2008,157.52,2.1484375,507.42,6.920773,523.05,7.1339526
Iran,2009,162.09,2.1808953,524.55,7.057737,542.3,7.2965603
Iran,2010,163.88,2.1742284,519.61,6.893769,541.17,7.1798096
Iran,2011,171.0,2.239892,528.99,6.9291253,552.05,7.231183
Iran,2012,177.79,2.2992728,535.05,6.9195447,559.12,7.2308307
Iran,2013,187.36,2.388001,558.87,7.1230903,583.7,7.439562
Iran,2014,191.06,2.3893948,581.87,7.2768617,605.36,7.570627
Iran,2015,192.38,2.3520968,578.28,7.0702286,599.18,7.325758
Iran,2016,190.74,2.2896247,587.46,7.0518136,607.22,7.28901
Iran,2017,206.54,2.4441135,607.52,7.1891537,626.43,7.412927
Iran,2018,206.0,2.4060485,618.34,7.222117,637.43,7.445085
Iran,2019,202.23,2.336185,604.36,6.9816384,625.25,7.222962
Iran,2020,203.05,2.326149,592.69,6.7898808,616.56,7.0633364
Iraq,1990,16.67,0.9440275,60.03,3.3995183,64.21,3.636233
Iraq,1991,14.26,0.7990414,43.47,2.4357874,45.55,2.552338
Iraq,1992,29.66,1.6132119,66.52,3.6180325,67.34,3.6626327
Iraq,1993,46.54,2.411921,88.75,4.599441,89.56,4.6414194
Iraq,1994,54.73,2.7029731,101.31,5.003439,102.12,5.0434427
Iraq,1995,53.69,2.5629084,99.22,4.7362967,100.07,4.7768717
Iraq,1996,52.87,2.4432359,98.24,4.5398808,98.88,4.569456
Iraq,1997,70.31,3.1485696,118.24,5.2949347,118.91,5.3249383
Iraq,1998,41.25,1.7893169,91.0,3.9473417,91.78,3.981176
Iraq,1999,18.88,0.7925868,70.77,2.9709413,72.71,3.052383
Iraq,2000,28.75,1.1673297,85.31,3.4638226,87.63,3.558021
Iraq,2001,35.4,1.3922939,95.28,3.7473946,97.55,3.8366742
Iraq,2002,32.37,1.2328918,88.63,3.3756938,91.16,3.472055
Iraq,2003,33.29,1.229828,80.59,2.9772255,81.28,3.002716
Iraq,2004,34.03,1.2215105,87.22,3.1307712,88.11,3.1627178
Iraq,2005,28.32,0.98680466,84.08,2.9297507,85.13,2.9663377
Iraq,2006,25.26,0.87387866,81.72,2.8271325,82.96,2.8700306
Iraq,2007,17.87,0.6234978,75.02,2.6175044,76.65,2.6743762
Iraq,2008,28.84,0.9870498,85.83,2.937534,88.14,3.016594
Iraq,2009,33.99,1.122188,91.69,3.027167,94.21,3.1103656
Iraq,2010,42.73,1.3667092,105.68,3.3801506,108.55,3.4719467
Iraq,2011,43.03,1.3289862,109.5,3.3819191,113.04,3.4912524
Iraq,2012,43.01,1.2700634,125.53,3.706837,129.0,3.8093042
Iraq,2013,54.63,1.5396624,134.92,3.8025124,139.1,3.9203193
Iraq,2014,62.14,1.6910461,130.9,3.5622454,134.05,3.647968
Iraq,2015,60.74,1.6086737,129.68,3.4345207,133.17,3.5269523
Iraq,2016,65.3,1.6874285,138.74,3.5852036,143.28,3.7025228
Iraq,2017,73.14,1.8459835,151.57,3.8254814,156.46,3.9489005
Iraq,2018,74.81,1.843033,159.77,3.9361234,168.15,4.1425743
Iraq,2019,82.73,1.9904472,171.26,4.12044,180.69,4.3473215
Iraq,2020,73.14,1.7186366,153.73,3.6123328,163.51,3.842142
Ireland,1990,10.87,3.1187506,30.08,8.630361,30.96,8.882845
Ireland,1991,11.43,3.2612362,30.68,8.753695,31.47,8.979099
Ireland,1992,12.15,3.4435165,30.75,8.715073,31.51,8.9304695
Ireland,1993,12.17,3.4323266,30.92,8.720422,31.65,8.926305
Ireland,1994,12.63,3.5483549,31.96,8.979052,32.82,9.220666
Ireland,1995,13.14,3.6709182,32.57,9.0990715,33.45,9.344917
Ireland,1996,13.74,3.8095503,33.84,9.382473,34.82,9.654187
Ireland,1997,14.26,3.9174135,34.83,9.568269,35.97,9.881442
Ireland,1998,15.08,4.0993075,37.36,10.155845,38.42,10.443992
Ireland,1999,15.57,4.185576,38.81,10.433025,39.97,10.744861
Ireland,2000,15.69,4.1629586,40.83,10.833244,42.53,11.284298
Ireland,2001,17.01,4.442391,42.96,11.2195835,44.82,11.705348
Ireland,2002,16.36,4.2010593,42.07,10.80309,43.93,11.280717
Ireland,2003,15.5,3.9154208,41.96,10.599423,44.09,11.137478
Ireland,2004,15.1,3.745076,42.39,10.5134945,44.69,11.083937
Ireland,2005,15.6,3.785287,44.29,10.746818,46.65,11.319464
Ireland,2006,15.27,3.6058297,44.92,10.6073265,47.26,11.159889
Ireland,2007,14.9,3.4175558,44.23,10.144865,46.6,10.688463
Ireland,2008,14.62,3.2836275,43.8,9.837406,45.91,10.311309
Ireland,2009,13.11,2.9134648,39.26,8.724838,40.58,9.018185
Ireland,2010,13.5,2.9837017,39.24,8.6726265,40.35,8.917953
Ireland,2011,12.11,2.6647573,35.52,7.8160343,36.49,8.029479
Ireland,2012,13.01,2.8502262,35.83,7.8496237,37.01,8.108138
Ireland,2013,11.61,2.5300567,34.58,7.53569,35.69,7.7775817
Ireland,2014,11.43,2.4728673,34.1,7.3774953,35.56,7.6933646
Ireland,2015,12.11,2.5955021,35.44,7.595755,37.09,7.9493947
Ireland,2016,12.86,2.727008,37.22,7.8926315,39.01,8.272207
Ireland,2017,12.0,2.5147426,35.89,7.5211763,37.73,7.90677
Ireland,2018,10.64,2.2008452,35.56,7.355457,37.47,7.7505336
Ireland,2019,9.36,1.9117565,33.92,6.928075,35.81,7.3141026
Ireland,2020,8.87,1.7933238,31.97,6.4636483,33.74,6.8215046
Israel,1990,19.77,4.1159587,32.82,6.8328667,33.81,7.0389767
Israel,1991,20.11,4.0685267,33.33,6.7431135,34.52,6.983866
Israel,1992,22.87,4.502511,35.56,7.0008435,36.86,7.2567797
Israel,1993,24.38,4.676765,39.05,7.490881,40.5,7.7690315
Israel,1994,26.06,4.8744044,41.86,7.829723,43.36,8.110291
Israel,1995,27.34,4.9902005,44.88,8.191668,46.78,8.538463
Israel,1996,28.91,5.1510105,47.06,8.384869,48.73,8.682419
Israel,1997,31.13,5.4202476,49.25,8.575239,50.97,8.87472
Israel,1998,32.28,5.499613,49.32,8.402754,51.5,8.774165
Israel,1999,33.16,5.532115,50.71,8.459998,52.98,8.838705
Israel,2000,36.02,5.8885508,54.85,8.96688,57.0,9.318362
Israel,2001,37.31,5.981099,56.13,8.998099,57.95,9.289861
Israel,2002,40.29,6.338197,59.26,9.322452,61.08,9.608764
Israel,2003,41.05,6.3388705,61.04,9.425693,62.93,9.717543
Israel,2004,40.97,6.2113495,61.21,9.279881,63.16,9.575515
Israel,2005,40.43,6.021639,58.85,8.765111,61.01,9.086822
Israel,2006,42.73,6.254316,62.07,9.085078,64.33,9.415871
Israel,2007,44.31,6.373699,64.33,9.253443,66.6,9.5799675
Israel,2008,43.46,6.143164,64.54,9.122868,66.71,9.429602
Israel,2009,41.06,5.7030125,63.91,8.876754,65.73,9.129542
Israel,2010,44.05,6.01083,68.5,9.347147,70.52,9.622786
Israel,2011,46.06,6.1744695,67.57,9.057944,69.82,9.359563
Israel,2012,51.01,6.7188272,73.81,9.721949,76.06,10.01831
Israel,2013,42.91,5.5534883,64.83,8.390413,67.0,8.671259
Israel,2014,40.09,5.0980124,62.43,7.9388604,64.72,8.230066
Israel,2015,40.83,5.0987935,64.08,8.002221,66.31,8.2807
Israel,2016,39.83,4.8817167,63.25,7.752161,65.23,7.994838
Israel,2017,39.25,4.723648,63.92,7.692626,65.91,7.9321184
Israel,2018,35.59,4.2086034,59.65,7.0537567,61.42,7.2630634
Israel,2019,36.44,4.2333097,61.28,7.119024,62.8,7.295605
Israel,2020,35.24,4.0239854,57.44,6.558959,58.47,6.676573
Italy,1990,143.46,2.5276372,389.41,6.8610573,405.26,7.14032
Italy,1991,139.02,2.4477727,388.38,6.83834,404.07,7.114599
Italy,1992,138.27,2.4329097,385.84,6.7889915,402.27,7.078083
Italy,1993,134.91,2.372275,382.86,6.7322607,396.93,6.979669
Italy,1994,137.5,2.4172075,378.5,6.653913,392.29,6.8963375
Italy,1995,150.06,2.637948,401.1,7.0510526,416.42,7.3203673
Italy,1996,145.42,2.555758,398.16,6.997666,412.15,7.2435403
Italy,1997,147.66,2.5939026,401.29,7.049351,415.52,7.2993255
Italy,1998,151.55,2.6616328,411.83,7.2328615,426.37,7.4882236
Italy,1999,147.45,2.5893376,417.73,7.3356667,433.01,7.603996
Italy,2000,152.9,2.6840384,420.44,7.380491,436.3,7.6589007
Italy,2001,149.24,2.6184757,420.18,7.3722267,436.57,7.659796
Italy,2002,158.9,2.7824678,427.18,7.4802685,443.47,7.76552
Italy,2003,164.5,2.8645973,445.26,7.753742,462.2,8.048735
Italy,2004,178.32,3.0818865,454.99,7.863546,472.4,8.164441
Italy,2005,177.76,3.054302,456.43,7.8424563,473.83,8.141426
Italy,2006,179.72,3.0758224,449.18,7.687502,466.65,7.9864926
Italy,2007,179.47,3.0533283,441.46,7.510572,459.37,7.815275
Italy,2008,173.55,2.9303885,428.85,7.2411246,444.98,7.513479
Italy,2009,147.37,2.4741936,383.72,6.442271,397.06,6.6662364
Italy,2010,153.13,2.5597413,391.99,6.5525565,405.27,6.7745466
Italy,2011,152.01,2.5324047,384.11,6.3990655,396.69,6.6086416
Italy,2012,144.03,2.3929164,366.68,6.0920267,376.75,6.25933
Italy,2013,122.62,2.0330744,337.58,5.5971723,346.46,5.744405
Italy,2014,113.74,1.8855228,319.16,5.290869,327.5,5.4291253
Italy,2015,120.89,2.0070424,329.67,5.473254,337.86,5.609226
Italy,2016,118.19,1.9659464,325.66,5.4169564,333.34,5.544704
Italy,2017,121.19,2.019698,321.48,5.3576407,329.19,5.486132
Italy,2018,113.4,1.8938688,317.13,5.2963195,324.88,5.4257503
Italy,2019,108.46,1.8159007,309.31,5.1786485,317.22,5.3110824
Italy,2020,97.06,1.6312447,274.23,4.6088634,281.29,4.7275176
Jamaica,1990,2.02,0.84446925,7.25,3.0308921,7.47,3.122864
Jamaica,1991,1.96,0.81264776,7.21,2.989383,7.41,3.0723062
Jamaica,1992,3.62,1.4869094,7.91,3.2490203,8.15,3.3475997
Jamaica,1993,4.76,1.9356959,8.1,3.2939365,8.33,3.3874679
Jamaica,1994,4.05,1.6303128,8.16,3.284778,8.38,3.3733385
Jamaica,1995,5.24,2.0881743,8.42,3.3554251,8.68,3.4590368
Jamaica,1996,5.06,1.997714,8.78,3.4663892,9.05,3.5729866
Jamaica,1997,5.25,2.0548332,8.97,3.5108292,9.2,3.6008503
Jamaica,1998,5.46,2.1190972,9.47,3.6754303,9.73,3.7763398
Jamaica,1999,5.51,2.1222706,9.75,3.755379,9.99,3.8478189
Jamaica,2000,5.51,2.1093307,9.8,3.7516227,10.07,3.8549838
Jamaica,2001,5.55,2.1139555,9.82,3.7403681,10.09,3.8432093
Jamaica,2002,5.66,2.145363,9.97,3.779023,10.25,3.885154
Jamaica,2003,5.95,2.2444072,10.28,3.8777323,10.6,3.9984398
Jamaica,2004,4.51,1.6929258,10.26,3.8513124,10.57,3.9676776
Jamaica,2005,4.29,1.6026192,10.28,3.840309,10.56,3.9449089
Jamaica,2006,3.67,1.3644857,11.75,4.368585,12.06,4.4838414
Jamaica,2007,3.73,1.3808565,11.76,4.3535852,12.03,4.45354
Jamaica,2008,2.78,1.0253088,9.32,3.4373665,9.63,3.5516996
Jamaica,2009,3.11,1.1423723,7.5,2.7549171,7.89,2.8981729
Jamaica,2010,3.23,1.1814606,7.15,2.6153076,7.48,2.7360141
Jamaica,2011,2.97,1.0815066,7.2,2.6218343,7.53,2.7420018
Jamaica,2012,2.72,0.98557186,6.62,2.398708,6.96,2.5219045
Jamaica,2013,2.59,0.93396133,7.04,2.538644,7.4,2.668461
Jamaica,2014,2.48,0.8906312,6.78,2.4348707,7.19,2.5821123
Jamaica,2015,2.6,0.93041396,6.67,2.3868697,7.09,2.5371673
Jamaica,2016,2.78,0.99190104,7.15,2.5511124,7.55,2.693832
Jamaica,2017,2.73,0.9720879,6.87,2.4462433,7.23,2.5744307
Jamaica,2018,2.79,0.99223214,8.27,2.9411328,8.59,3.054937
Jamaica,2019,2.89,1.0270896,8.06,2.8644783,8.39,2.9817584
Jamaica,2020,2.1,0.7445652,5.46,1.9358696,5.84,2.0706003
Japan,1990,438.93,3.5487351,1051.81,8.503851,1090.51,8.816738
Japan,1991,439.58,3.542886,1063.61,8.572385,1103.96,8.8975935
Japan,1992,444.89,3.5750017,1073.37,8.6252775,1115.04,8.960125
Japan,1993,428.68,3.4354982,1066.37,8.54603,1107.59,8.876372
Japan,1994,470.26,3.758494,1118.46,8.93915,1160.76,9.277229
Japan,1995,458.87,3.6582594,1128.85,8.999556,1170.99,9.335509
Japan,1996,464.6,3.6953309,1142.09,9.083944,1184.65,9.422458
Japan,1997,459.35,3.6448255,1132.67,8.987449,1172.6,9.304282
Japan,1998,442.16,3.5006382,1094.92,8.668625,1130.28,8.948575
Japan,1999,468.53,3.7021828,1133.94,8.9600525,1168.95,9.23669
Japan,2000,476.56,3.758245,1149.33,9.06384,1184.42,9.340568
Japan,2001,468.23,3.6849432,1137.97,8.955757,1172.34,9.226248
Japan,2002,498.07,3.9125152,1174.34,9.2248535,1206.76,9.479525
Japan,2003,516.51,4.0509844,1181.99,9.270339,1213.93,9.520844
Japan,2004,511.03,4.002701,1176.01,9.211233,1207.29,9.456237
Japan,2005,519.54,4.0653095,1183.19,9.258254,1215.47,9.51084
Japan,2006,508.01,3.971864,1161.05,9.077642,1193.04,9.327754
Japan,2007,559.55,4.371265,1197.33,9.35367,1227.99,9.59319
Japan,2008,533.02,4.161695,1130.29,8.825039,1158.84,9.04795
Japan,2009,504.03,3.9341369,1077.08,8.407,1102.39,8.604554
Japan,2010,548.01,4.2778044,1132.92,8.843654,1157.24,9.033496
Japan,2011,605.8,4.7325444,1188.8,9.286974,1213.78,9.482119
Japan,2012,655.51,5.1270328,1228.7,9.610203,1254.32,9.810589
Japan,2013,665.41,5.2115884,1240.57,9.716326,1267.38,9.926306
Japan,2014,634.23,4.9752607,1190.75,9.34092,1217.31,9.5492735
Japan,2015,607.66,4.7752886,1152.41,9.0562,1178.35,9.26005
Japan,2016,606.01,4.771963,1138.9,8.96815,1164.87,9.172648
Japan,2017,588.67,4.6475487,1124.4,8.877136,1150.84,9.08588
Japan,2018,560.33,4.438051,1084.94,8.5931835,1111.12,8.800541
Japan,2019,536.09,4.261729,1048.32,8.333778,1073.65,8.535144
Japan,2020,514.36,4.1068387,989.57,7.9010887,1014.06,8.096626
Jordan,1990,3.44,0.9883379,9.17,2.63461,9.93,2.8529637
Jordan,1991,3.8,1.0364436,9.22,2.5147393,9.78,2.6674783
Jordan,1992,4.42,1.1430362,10.64,2.7515624,11.93,3.0851634
Jordan,1993,4.55,1.1163554,10.77,2.64245,12.2,2.9933045
Jordan,1994,4.68,1.0939269,11.37,2.6576815,12.99,3.0363486
Jordan,1995,5.16,1.1574175,12.19,2.7342868,13.6,3.0505579
Jordan,1996,5.39,1.169531,12.47,2.705761,13.87,3.0095353
Jordan,1997,5.56,1.1745653,13.09,2.7652986,14.37,3.0357022
Jordan,1998,6.01,1.2406036,13.58,2.8032274,14.62,3.0179076
Jordan,1999,5.84,1.1796126,13.58,2.7430031,14.63,2.955091
Jordan,2000,6.74,1.3330243,15.25,3.0161157,16.27,3.2178495
Jordan,2001,6.69,1.2956797,15.05,2.9147952,16.25,3.1472042
Jordan,2002,7.09,1.3439405,15.55,2.9475706,16.87,3.1977823
Jordan,2003,7.18,1.3305852,16.03,2.970652,17.31,3.2078593
Jordan,2004,7.09,1.2815354,17.19,3.107136,18.58,3.358382
Jordan,2005,7.42,1.3066736,18.46,3.250835,19.87,3.4991384
Jordan,2006,7.94,1.3068776,18.77,3.0894322,20.17,3.319864
Jordan,2007,8.56,1.3223222,19.55,3.0200233,21.09,3.2579176
Jordan,2008,8.75,1.3191856,18.44,2.7800894,20.01,3.0167892
Jordan,2009,8.9,1.3125861,19.27,2.84197,20.67,3.0484443
Jordan,2010,9.04,1.3042356,18.79,2.7109056,20.2,2.9143317
Jordan,2011,9.91,1.3938154,19.76,2.779192,20.76,2.9198394
Jordan,2012,11.29,1.5654756,22.71,3.148977,24.12,3.3444881
Jordan,2013,11.56,1.5023097,22.34,2.9032526,23.8,3.0929906
Jordan,2014,12.56,1.4506764,24.02,2.7743032,25.55,2.9510176
Jordan,2015,11.74,1.2365379,23.74,2.5004609,25.31,2.665824
Jordan,2016,10.23,1.0266283,23.15,2.3232105,24.73,2.4817708
Jordan,2017,10.5,1.0278615,24.39,2.3875754,26.02,2.5471387
Jordan,2018,9.53,0.9111017,22.99,2.1979253,24.71,2.3623633
Jordan,2019,9.11,0.85150677,22.03,2.059132,23.15,2.163818
Jordan,2020,8.67,0.7933223,19.96,1.8263799,20.97,1.9187969
Kazakhstan,1990,115.23,6.831856,237.25,14.066283,237.25,14.066283
Kazakhstan,1991,114.15,6.7171574,246.37,14.497643,246.37,14.497643
Kazakhstan,1992,111.93,6.5673437,253.14,14.852653,253.84,14.893724
Kazakhstan,1993,102.41,6.0313196,218.89,12.891276,219.25,12.9124775
Kazakhstan,1994,105.17,6.2798734,199.0,11.882617,199.17,11.892768
Kazakhstan,1995,80.11,4.874554,175.14,10.656964,175.24,10.66305
Kazakhstan,1996,72.49,4.4901443,153.38,9.500597,153.39,9.501217
Kazakhstan,1997,59.59,3.7666473,132.19,8.355649,132.24,8.358809
Kazakhstan,1998,61.16,3.9523706,135.83,8.777804,135.84,8.778451
Kazakhstan,1999,58.77,3.8521903,122.64,8.03867,122.65,8.039325
Kazakhstan,2000,71.39,4.6855345,120.15,7.8857956,120.15,7.8857956
Kazakhstan,2001,67.45,4.413895,117.29,7.6754003,117.44,7.685216
Kazakhstan,2002,85.56,5.5779524,131.04,8.542951,131.07,8.544908
Kazakhstan,2003,93.34,6.05447,146.14,9.479325,146.14,9.479325
Kazakhstan,2004,97.09,6.255025,157.68,10.158536,158.03,10.181086
Kazakhstan,2005,99.15,6.332932,168.86,10.785465,169.22,10.808459
Kazakhstan,2006,118.67,7.49996,184.82,11.680649,185.3,11.710985
Kazakhstan,2007,115.24,7.199738,197.8,12.357759,198.39,12.39462
Kazakhstan,2008,122.3,7.5510044,241.05,14.882826,242.04,14.94395
Kazakhstan,2009,113.31,6.90815,212.68,12.966423,213.62,13.023731
Kazakhstan,2010,123.65,7.436324,228.68,13.752839,229.7,13.814182
Kazakhstan,2011,126.56,7.5043344,244.39,14.491026,245.46,14.554472
Kazakhstan,2012,131.09,7.6647964,242.28,14.166045,244.6,14.301695
Kazakhstan,2013,142.2,8.197981,256.98,14.815171,260.02,14.990428
Kazakhstan,2014,104.75,5.954311,206.02,11.710808,209.26,11.8949795
Kazakhstan,2015,94.42,5.293815,187.6,10.518107,191.06,10.712098
Kazakhstan,2016,105.89,5.857215,198.95,11.004749,202.48,11.200008
Kazakhstan,2017,115.74,6.319472,211.08,11.525091,214.9,11.733665
Kazakhstan,2018,119.94,6.4699187,213.0,11.489851,216.9,11.700228
Kazakhstan,2019,116.02,6.186328,200.79,10.7063675,204.59,10.908988
Kazakhstan,2020,115.88,6.105615,207.45,10.930358,211.9,11.1648245
